"","Player","Team","Position","Game.ID","Date","Home","Away","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA","Season"
"2116","Bray Ketchum","MET","F","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.05,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2017
"2117","Colleen  Murphy","BUF","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2118","Corinne Buie","BUF","F","18507466","2018-02-03","BUF","MET",1,0,0,1,1,1.33,5,0,0,NA,1,0,0,0,0,0,1,0,4,0,0,0,0,2017
"2119","Courtney Burke","MET","D","18507466","2018-02-03","BUF","MET",0,0,1,1,0,0.97,3,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2017
"2120","Harrison Browne","MET","F","18507466","2018-02-03","BUF","MET",1,0,0,1,1,1.55,5,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2121","Hayley  Scamurra","BUF","F","18507466","2018-02-03","BUF","MET",1,1,1,3,2,2.55,4,2,0,1,0,0,1,1,0,0,1,1,2,2,0,0,0,2017
"2122","Jacquie Greco","BUF","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0,2017
"2123","Jenny Ryan","MET","D","18507466","2018-02-03","BUF","MET",0,0,1,1,0,1.08,4,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2017
"2124","Jess Jones","BUF","F","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2125","Jordyn Burns","BUF","D","18507466","2018-02-03","BUF","MET",0,1,0,1,1,0.64,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
"2126","Katie  Fitzgerald","MET","G","18507466","2018-02-03","BUF","MET",0,0,0,0,0,-1.92,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,22,5,2017
"2127","Kaylyn  Schroka","BUF","F","18507466","2018-02-03","BUF","MET",1,0,0,1,1,1.21,3,1,1,0.5,0,0,0,1,0,0,3,4,0,0,0,0,0,2017
"2128","Kiira Dosdall","MET","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,-0.06,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2017
"2129","Kourtney Kunichika","BUF","F","18507466","2018-02-03","BUF","MET",0,1,0,1,1,1.08,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2130","Kristin Lewicki","BUF","F","18507466","2018-02-03","BUF","MET",1,0,0,1,1,1.09,3,2,1,0.67,0,0,0,0,0,0,0,2,0,1,1,0,0,2017
"2131","Lauren Wash","MET","F","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2132","Lisa Chesson","BUF","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2133","Maddie  Elia","BUF","F","18507466","2018-02-03","BUF","MET",1,0,0,1,1,1.71,1,2,0,1,0,0,0,0,0,0,13,8,0,0,0,0,0,2017
"2134","Madison Packer","MET","F","18507466","2018-02-03","BUF","MET",2,0,0,2,2,2.09,3,0,2,0,2,0,0,0,0,0,6,8,0,1,0,0,0,2017
"2135","Michelle Picard","MET","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"2136","Rebecca  Vint","BUF","F","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.06,1,0,0,NA,0,0,0,0,0,0,9,8,2,2,1,0,0,2017
"2137","Rebecca Morse","MET","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2138","Rebecca Russo","MET","F","18507466","2018-02-03","BUF","MET",0,1,0,1,1,0.96,4,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2017
"2139","Sarah  Edney","BUF","D","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0.22,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2140","Sarah Casorso","BUF","D","18507466","2018-02-03","BUF","MET",0,1,1,2,1,1.11,0,1,1,0.5,0,1,0,0,0,0,0,0,2,0,1,0,0,2017
"2141","Tatiana Rafter","MET","F","18507466","2018-02-03","BUF","MET",0,1,0,1,1,0.63,1,1,0,1,0,0,0,0,0,0,7,8,0,0,0,0,0,2017
"2142","Taylor Accursi","BUF","F","18507466","2018-02-03","BUF","MET",0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2143","Amanda Leveille","BUF","G","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.8,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,2,2017
"2144","Anya Battaglino","CTW","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.17,2,0,0,NA,0,0,0,0,0,0,1,0,2,0,0,0,0,2017
"2145","Corinne Buie","BUF","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,2,2,0,4,0,0,0,2017
"2146","Cydney Roesler","CTW","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2147","Elena Orlando","CTW","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,2017
"2148","Emily Fluke","CTW","F","18507470","2017-10-28","CTW","BUF",0,0,1,1,0,0.57,2,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,2017
"2149","Grace Klienbach","CTW","F","18507470","2017-10-28","CTW","BUF",1,0,0,1,1,1.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2150","Hayley  Scamurra","BUF","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.51,4,0,0,NA,0,0,0,0,0,0,2,0,2,0,0,0,0,2017
"2151","Jacquie Greco","BUF","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2152","Jamie Goldsmith","CTW","F","18507470","2017-10-28","CTW","BUF",0,1,0,1,1,1.04,3,1,0,1,0,0,0,0,0,0,12,10,2,4,0,0,0,2017
"2153","Jess Jones","BUF","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.55,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2154","Jordan Brickner","CTW","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2155","Jordyn Burns","BUF","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2017
"2156","Juana Baribeau","CTW","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,-0.02,2,1,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,2017
"2157","Kaycie Anderson","CTW","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2158","Kaylyn  Schroka","BUF","F","18507470","2017-10-28","CTW","BUF",0,1,0,1,1,0.98,2,1,1,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
"2159","Kelly Babstock","CTW","F","18507470","2017-10-28","CTW","BUF",0,1,0,1,1,1.83,3,1,0,1,0,0,0,0,0,0,17,7,4,0,0,0,0,2017
"2160","Kristin Lewicki","BUF","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,-0.63,3,1,1,0.5,0,0,0,0,0,0,2,10,0,0,0,0,0,2017
"2161","Lisa Chesson","BUF","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2162","Maddie  Elia","BUF","F","18507470","2017-10-28","CTW","BUF",0,1,1,2,1,1.11,5,0,0,NA,0,0,1,0,0,0,7,13,0,0,0,0,0,2017
"2163","Rachael Ade","CTW","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2164","Rebecca  Vint","BUF","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.34,2,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,0,2017
"2165","Sam Faber","CTW","F","18507470","2017-10-28","CTW","BUF",1,0,0,1,1,1.16,3,1,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2166","Sarah  Edney","BUF","D","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"2167","Sarah Casorso","BUF","D","18507470","2017-10-28","CTW","BUF",0,1,2,3,1,2.03,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
"2168","Sarah Shureb","BUF","F","18507470","2017-10-28","CTW","BUF",1,0,0,1,1,1.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2169","Shannon Doyle","CTW","D","18507470","2017-10-28","CTW","BUF",0,0,1,1,0,0.86,2,1,1,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2170","Stephanie  Mock","CTW","F","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,5,5,0,1,0,0,0,2017
"2171","Sydney Rossman","CTW","G","18507470","2017-10-28","CTW","BUF",0,0,0,0,0,1.76,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,34,3,2017
"2172","Taylor Accursi","BUF","F","18507470","2017-10-28","CTW","BUF",2,0,0,2,2,2.1,4,0,0,NA,1,0,0,0,0,0,0,0,4,1,0,0,0,2017
"2173","Alexa Gruschow","MET","F","18507472","2017-11-12","CTW","MET",0,2,0,2,2,2.45,3,1,0,1,0,2,0,0,0,0,18,11,0,1,0,0,0,2017
"2174","Ashley Johnston","MET","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2175","Bray Ketchum","MET","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2176","Courtney Burke","MET","D","18507472","2017-11-12","CTW","MET",0,1,3,4,1,2.67,1,3,1,0.75,0,0,1,0,0,0,0,0,0,2,0,0,0,2017
"2177","Cydney Roesler","CTW","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2178","Elena Orlando","CTW","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2017
"2179","Emily Fluke","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2180","Erika  Lawler","MET","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.58,2,1,0,1,0,0,0,0,0,0,13,10,0,0,1,0,0,2017
"2181","Grace Klienbach","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.05,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2017
"2182","Harrison Browne","MET","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-0.06,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2183","Jamie Goldsmith","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-0.05,0,0,2,0,0,0,0,0,0,0,9,8,2,0,0,0,0,2017
"2184","Jenny Ryan","MET","D","18507472","2017-11-12","CTW","MET",1,0,1,2,1,1.97,3,2,1,0.67,1,0,1,0,0,0,0,0,0,1,1,0,0,2017
"2185","Jordan Brickner","CTW","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.33,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2186","Juana Baribeau","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-0.07,2,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2017
"2187","Katie  Fitzgerald","MET","G","18507472","2017-11-12","CTW","MET",0,0,0,0,0,2.78,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,27,1,2017
"2188","Kaycie Anderson","CTW","F","18507472","2017-11-12","CTW","MET",1,0,0,1,1,1.1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2017
"2189","Kelly Babstock","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-0.29,5,0,2,0,0,0,0,0,0,0,10,17,0,0,1,0,0,2017
"2190","Kiira Dosdall","MET","D","18507472","2017-11-12","CTW","MET",0,1,0,1,1,1.08,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2191","Lauren Wash","MET","F","18507472","2017-11-12","CTW","MET",1,0,0,1,1,1.33,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2192","Lindsey Hylwa","MET","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2193","Michelle Picard","MET","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,2,1,0,0,2017
"2194","Miye D'Oench","MET","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2195","Paige Savage","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2196","Rachael Ade","CTW","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.33,3,1,2,0.33,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2197","Rebecca Morse","MET","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2198","Rebecca Russo","MET","F","18507472","2017-11-12","CTW","MET",2,1,0,3,3,2.97,3,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2199","Sam Faber","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,0.06,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2017
"2200","Shannon Doyle","CTW","D","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-0.12,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,2017
"2201","Stephanie  Mock","CTW","F","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-0.14,2,1,0,1,0,0,0,0,0,0,5,8,0,1,0,0,0,2017
"2202","Sydney Rossman","CTW","G","18507472","2017-11-12","CTW","MET",0,0,0,0,0,-1.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,5,2017
"2203","Tatiana Rafter","MET","F","18507472","2017-11-12","CTW","MET",1,0,0,1,1,1.27,4,1,1,0.5,0,0,0,0,0,0,4,4,2,0,0,0,0,2017
"2204","Alyssa Gagliardi","BOS","D","18507473","2017-11-19","CTW","BOS",0,1,0,1,1,0.75,1,2,1,0.67,0,1,0,0,0,0,0,0,0,2,0,0,0,2017
"2205","Amanda Boulier","CTW","F","18507473","2017-11-19","CTW","BOS",0,1,1,2,1,1.28,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,2017
"2206","Anya Battaglino","CTW","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2207","Brittany Ott","BOS","G","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,3,2017
"2208","Corey  Stearns","BOS","F","18507473","2017-11-19","CTW","BOS",0,0,1,1,0,0.4,0,1,1,0.5,0,0,0,0,0,0,5,7,0,1,0,0,0,2017
"2209","Cydney Roesler","CTW","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,4,0,0,0,2017
"2210","Dana Trivigno","BOS","F","18507473","2017-11-19","CTW","BOS",0,1,0,1,1,1.18,6,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,2017
"2211","Elena Orlando","CTW","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.11,1,2,1,0.67,0,0,0,0,0,0,0,0,0,3,0,0,0,2017
"2212","Emily Field","BOS","F","18507473","2017-11-19","CTW","BOS",1,0,0,1,1,1.27,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2213","Emily Fluke","CTW","F","18507473","2017-11-19","CTW","BOS",1,1,0,2,2,1.9,5,3,1,0.75,0,0,0,0,0,0,0,1,2,1,0,0,0,2017
"2214","Grace Klienbach","CTW","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,-0.01,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,2017
"2215","Haley Skarupa","BOS","F","18507473","2017-11-19","CTW","BOS",1,0,1,2,1,2.51,9,1,1,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,2017
"2216","Heather  Schwarz","BOS","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.44,4,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2017
"2217","Jamie Goldsmith","CTW","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.23,1,2,0,1,0,0,0,0,0,0,11,10,0,0,0,0,0,2017
"2218","Janine Weber","BOS","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,-0.73,1,0,2,0,0,0,0,0,0,0,6,13,0,0,0,0,0,2017
"2219","Jillian Dempsey","BOS","F","18507473","2017-11-19","CTW","BOS",1,0,0,1,1,1.64,3,1,0,1,1,0,0,0,0,0,13,9,2,0,0,0,0,2017
"2220","Jordan Smelker","BOS","F","18507473","2017-11-19","CTW","BOS",0,1,0,1,1,0.47,0,1,1,0.5,0,0,0,0,0,0,0,0,2,0,1,0,0,2017
"2221","Juana Baribeau","CTW","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2222","Kaliya Johnson","BOS","D","18507473","2017-11-19","CTW","BOS",0,0,1,1,0,0.47,0,1,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2223","Kelly Babstock","CTW","F","18507473","2017-11-19","CTW","BOS",1,0,2,3,1,3.51,4,3,1,0.75,0,0,0,0,0,0,16,8,2,0,1,0,0,2017
"2224","Lexi Bender","BOS","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.22,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2225","Marissa Gedman","BOS","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
"2226","Mary Parker","BOS","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2227","Meagan Mangene","BOS","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
"2228","Paige Harrington","BOS","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2229","Paige Savage","CTW","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2230","Rachael Ade","CTW","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,-0.06,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2231","Sam Faber","CTW","F","18507473","2017-11-19","CTW","BOS",1,1,0,2,2,1.68,3,2,2,0.5,0,0,0,0,0,0,0,1,2,0,0,0,0,2017
"2232","Shannon Doyle","CTW","D","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,-0.23,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2017
"2233","Stephanie  Mock","CTW","F","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,0.06,1,0,1,0,0,0,0,0,0,0,7,6,2,0,0,0,0,2017
"2234","Sydney Rossman","CTW","G","18507473","2017-11-19","CTW","BOS",0,0,0,0,0,1.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,3,2017
"2235","Alyssa Gagliardi","BOS","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.33,3,2,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2236","Anya Battaglino","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.33,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
"2237","Brittany Ott","BOS","G","18507475","2017-12-10","CTW","BOS",0,0,1,1,0,1.52,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,1,2017
"2238","Corey  Stearns","BOS","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-0.36,0,0,0,NA,0,0,0,0,0,0,8,11,0,2,0,0,0,2017
"2239","Cydney Roesler","CTW","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2240","Dana Trivigno","BOS","F","18507475","2017-12-10","CTW","BOS",2,1,0,3,3,3.45,10,5,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2017
"2241","Elena Orlando","CTW","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2242","Emily Field","BOS","F","18507475","2017-12-10","CTW","BOS",1,2,1,4,3,3.14,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2017
"2243","Emily Fluke","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-0.25,1,1,2,0.33,0,0,0,0,0,0,0,3,0,2,0,0,0,2017
"2244","Grace Klienbach","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2017
"2245","Hanna  Beattie","CTW","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2246","Heather  Schwarz","BOS","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2247","Jamie Goldsmith","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-0.13,1,0,1,0,0,0,0,0,0,0,10,12,0,1,0,0,0,2017
"2248","Janine Weber","BOS","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,3,0,0,0,0,0,2017
"2249","Jillian Dempsey","BOS","F","18507475","2017-12-10","CTW","BOS",2,1,1,4,3,3.49,3,5,0,1,0,0,0,0,0,0,12,13,0,1,0,0,0,2017
"2250","Jordan Brickner","CTW","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2251","Juana Baribeau","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2252","Kaleigh Fratkin","BOS","F","18507475","2017-12-10","CTW","BOS",0,1,0,1,1,0.47,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2017
"2253","Kaliya Johnson","BOS","D","18507475","2017-12-10","CTW","BOS",0,0,1,1,0,0.76,0,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
"2254","Kathryn Tomaselli","BOS","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.1,2,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2017
"2255","Kelly Babstock","CTW","F","18507475","2017-12-10","CTW","BOS",1,0,0,1,1,3,4,1,1,0.5,0,0,0,0,0,0,17,4,0,0,2,0,0,2017
"2256","Laura Brennan","CTW","G","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-0.3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,5,1,2017
"2257","Lexi Bender","BOS","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.44,4,2,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2258","Marissa Gedman","BOS","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2017
"2259","Mary Parker","BOS","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-0.25,1,0,0,NA,0,0,0,0,0,0,0,3,0,1,0,0,0,2017
"2260","Meagan Mangene","BOS","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2261","Paige Harrington","BOS","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2262","Paige Savage","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2263","Rachael Ade","CTW","D","18507475","2017-12-10","CTW","BOS",0,0,1,1,0,0.86,2,1,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"2264","Sam Faber","CTW","F","18507475","2017-12-10","CTW","BOS",0,1,0,1,1,0.75,1,1,2,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2265","Shannon Doyle","CTW","D","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.22,2,1,2,0.33,0,0,0,0,0,0,0,0,0,2,0,0,0,2017
"2266","Stephanie  Mock","CTW","F","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,0.22,2,0,3,0,0,0,0,0,0,0,6,6,0,0,1,0,0,2017
"2267","Sydney Rossman","CTW","G","18507475","2017-12-10","CTW","BOS",0,0,0,0,0,-1.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,4,2017
"2268","Kelsey  Koelzer","MET","D","18507478","2018-01-28","CTW","MET",1,0,0,1,1,1.44,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2017
"2269","Alexa Gruschow","MET","F","18507478","2018-01-28","CTW","MET",0,1,0,1,1,0.86,2,0,1,0,0,1,0,0,0,0,8,8,0,1,1,0,0,2017
"2270","Amanda Boulier","CTW","F","18507478","2018-01-28","CTW","MET",0,0,0,0,0,0.56,4,0,0,NA,0,0,0,0,0,0,4,3,0,3,0,0,0,2017
